"Step","Group: reinforce-predict-repair - Mean Cost","Group: reinforce-predict-repair - Mean Cost__MIN","Group: reinforce-predict-repair - Mean Cost__MAX","Group: mala-predict-repair - Mean Cost","Group: mala-predict-repair - Mean Cost__MIN","Group: mala-predict-repair - Mean Cost__MAX","Group: gd-predict-repair - Mean Cost","Group: gd-predict-repair - Mean Cost__MIN","Group: gd-predict-repair - Mean Cost__MAX","Group: rmh-predict-repair - Mean Cost","Group: rmh-predict-repair - Mean Cost__MIN","Group: rmh-predict-repair - Mean Cost__MAX","Group: gd-repair - Mean Cost","Group: gd-repair - Mean Cost__MIN","Group: gd-repair - Mean Cost__MAX"
"19","10.57048487663269","9.728059768676758","11.501626014709473","72.97837948799133","5.632507801055908","272.6820983886719","9.037875771522522","7.773143291473389","10.029829025268555","6.0950562953948975","5.085414409637451","6.842139720916748","7.159258723258972","6.436281681060791","8.156039237976074"
"20","10.57001280784607","9.727700233459473","11.501649856567383","6.309723854064941","5.75288724899292","7.062009334564209","8.804394841194153","7.811039447784424","9.921218872070312","6.381031632423401","5.439540863037109","7.142073631286621","6.8877856731414795","6.179505348205566","7.8935089111328125"
"21","10.56980299949646","9.727265357971191","11.501632690429688","6.443739414215088","5.711612224578857","7.1804351806640625","9.425626039505005","7.662515640258789","11.49675178527832","6.161140322685242","5.439540863037109","7.129674911499023","6.772351026535034","5.9991135597229","7.864859580993652"
"22","10.569554328918457","9.727006912231445","11.501654624938965","6.019975662231445","5.368801116943359","6.549590110778809","9.078664422035217","7.549610614776611","10.414521217346191","6.288981318473816","5.080257892608643","7.488650798797607","6.657212972640991","5.883555889129639","7.868579387664795"
"23","10.568722009658813","9.725439071655273","11.501571655273438","5.9544677734375","5.610483169555664","6.462878227233887","8.631205320358276","7.454550743103027","10.458470344543457","6.2601447105407715","5.332452774047852","7.356886863708496","6.574081897735596","5.682613849639893","7.871770858764648"
"24","10.5679190158844","9.72554874420166","11.50151538848877","5.847812652587891","5.130137920379639","6.491797924041748","8.461380958557129","7.168604373931885","9.96198558807373","6.186306715011597","5.35330867767334","7.103123188018799","6.432589411735535","5.496988296508789","7.6752471923828125"
"25","10.567276954650879","9.72311019897461","11.50146198272705","5.426994442939758","4.9049835205078125","5.960015296936035","8.498015999794006","7.1313157081604","9.80183219909668","6.065688371658325","4.988659858703613","7.611584186553955","6.519516825675964","5.368478775024414","7.718647480010986"
"26","10.567024230957031","9.72222900390625","11.501269340515137","5.543458819389343","5.320681095123291","5.930474758148193","13.159954309463501","7.1846923828125","27.625629425048828","5.671219110488892","5.351589202880859","5.861169338226318","6.294421553611755","5.279379844665527","7.648217678070068"
"27","10.566560506820679","9.720376014709473","11.501327514648438","5.642192482948303","5.241933345794678","6.19559907913208","9.14063572883606","6.916717529296875","11.987829208374023","5.8103989362716675","5.066149711608887","6.4639177322387695","6.191628336906433","5.140389442443848","7.49141788482666"
"28","10.566035509109497","9.719460487365723","11.50132942199707","5.793887495994568","5.148706436157227","6.221883296966553","8.254727363586426","6.974139213562012","9.732888221740723","5.60595166683197","4.939973831176758","6.142215251922607","6.105271220207214","4.9919657707214355","7.453239440917969"
"29","10.565495491027832","9.717397689819336","11.501521110534668","5.236864924430847","4.690232276916504","6.078770637512207","8.043689846992493","6.868571758270264","9.67416000366211","5.536959886550903","4.9179816246032715","6.32864236831665","5.958102703094482","4.8406171798706055","7.266398906707764"
"30","10.565098285675049","9.716290473937988","11.5015869140625","5.089163184165955","4.5051069259643555","5.813429832458496","8.0640207529068","6.751766681671143","9.44778823852539","5.277810096740723","4.64225435256958","6.203375339508057","5.885353088378906","4.696807861328125","7.208263874053955"
"31","10.564139604568481","9.713976860046387","11.501566886901855","5.067804932594299","4.442309856414795","5.813429832458496","7.842861533164978","6.655674457550049","9.367260932922363","5.428573131561279","4.621242523193359","6.299821853637695","5.828178644180298","4.6164960861206055","7.15148401260376"
"32","10.563499927520752","9.711712837219238","11.501548767089844","5.145786643028259","4.234367370605469","5.634285926818848","7.637598037719727","6.566512107849121","8.384074211120605","5.542904496192932","4.466440200805664","6.129251480102539","5.751239657402039","4.532105445861816","7.082905292510986"
"33","10.563074111938477","9.710200309753418","11.501386642456055","5.027794122695923","4.421237468719482","5.59953498840332","8.781248331069946","6.479344844818115","12.391618728637695","5.412783622741699","4.531497955322266","6.129251480102539","5.658852219581604","4.430600643157959","7.0020432472229"
"34","10.563003778457642","9.710119247436523","11.501496315002441","5.0452423095703125","4.204026222229004","5.78135347366333","7.786202788352966","6.411362171173096","8.856337547302246","5.271636128425598","4.484959125518799","6.183873176574707","5.586665391921997","4.323326110839844","6.89773416519165"
"35","10.562373161315918","9.708078384399414","11.501571655273438","4.836843848228455","4.321499347686768","5.677313327789307","7.501064300537109","6.329628944396973","8.935612678527832","5.226815938949585","4.180727005004883","6.240314960479736","5.487299203872681","4.222128391265869","6.74149227142334"
"36","10.561907052993774","9.706146240234375","11.501534461975098","4.279803216457367","3.62487530708313","4.799144744873047","10.492995262145996","7.035954475402832","18.624454498291016","5.3414154052734375","3.635091781616211","7.397017002105713","5.385121583938599","4.1284332275390625","6.604495525360107"
"37","10.56153154373169","9.70479679107666","11.50155258178711","4.075769245624542","3.7751312255859375","4.353614807128906","8.50265657901764","6.447031021118164","11.434639930725098","5.2234819531440735","3.736290693283081","7.226531982421875","5.431840300559998","4.038938045501709","6.463173866271973"
"38","10.560845375061035","9.702871322631836","11.501630783081055","4.307311296463013","4.120484828948975","4.55540132522583","8.266648173332214","6.4373955726623535","10.475756645202637","5.192709684371948","3.550908088684082","7.080384254455566","5.150531232357025","3.942857503890991","6.332906246185303"
"39","10.560776472091675","9.701810836791992","11.501751899719238","4.030094683170319","3.514077663421631","4.655135631561279","8.14278244972229","6.435342311859131","9.958751678466797","4.897009372711182","3.711984157562256","6.192786693572998","5.0520933866500854","3.862946033477783","6.198545932769775"
"40","10.56069803237915","9.70151138305664","11.501749992370605","3.8968624472618103","3.568657875061035","4.091132164001465","8.07573139667511","6.430502891540527","9.682640075683594","4.723296165466309","3.9485392570495605","5.614214897155762","4.96362841129303","3.794440746307373","6.064555644989014"
"41","10.560256719589233","9.70039176940918","11.501782417297363","3.8615447878837585","3.4950616359710693","4.347564697265625","8.049530744552612","6.442744731903076","9.544389724731445","4.954598665237427","3.947455406188965","5.972571849822998","4.877519428730011","3.7303874492645264","5.937647342681885"
"42","10.56027889251709","9.699710845947266","11.50163745880127","3.9534431099891663","3.2896788120269775","4.618022441864014","8.04481828212738","6.475060939788818","9.459232330322266","4.529689788818359","3.866917610168457","5.762341022491455","4.783214747905731","3.67098069190979","5.778066158294678"
"43","10.5597243309021","9.698945045471191","11.5015869140625","6.371270000934601","3.9952518939971924","13.111302375793457","8.024075508117676","6.496525764465332","9.34457778930664","4.721591293811798","3.898587465286255","5.867713451385498","4.704038858413696","3.618030548095703","5.642518997192383"
"44","10.559593915939331","9.698216438293457","11.501535415649414","3.8898624777793884","3.4066457748413086","4.55752420425415","8.021227359771729","6.511127948760986","9.27266788482666","4.357193946838379","3.623420238494873","4.9212141036987305","4.632882177829742","3.5673511028289795","5.5095977783203125"
"45","10.559265613555908","9.697364807128906","11.501556396484375","3.8422916531562805","3.1560728549957275","4.473239421844482","8.886618256568909","6.534521102905273","12.677958488464355","4.144336640834808","3.723917245864868","4.329550266265869","4.607118487358093","3.53372859954834","5.446534156799316"
"46","10.558688402175903","9.69701862335205","11.50145435333252","3.700165331363678","2.809109926223755","4.16102409362793","8.008230686187744","6.546842098236084","9.12135124206543","4.182555615901947","3.567174196243286","4.763729572296143","4.524166464805603","3.515814781188965","5.3833465576171875"
"47","10.558783531188965","9.697458267211914","11.50160026550293","3.675321340560913","3.114144802093506","4.1332807540893555","8.068129062652588","6.523078918457031","9.350818634033203","3.970491111278534","3.379730701446533","4.421022891998291","4.526766002178192","3.4985716342926025","5.3508405685424805"
"48","10.559786558151245","9.701677322387695","11.501745223999023","3.7348930835723877","3.073486804962158","4.357385158538818","9.95329213142395","6.55359411239624","16.827251434326172","3.8519994020462036","3.3571994304656982","4.153623104095459","4.451751291751862","3.4840447902679443","5.368171691894531"
"49","10.559365034103394","9.700082778930664","11.501851081848145","3.7057949900627136","2.9162683486938477","4.711184978485107","9.70632016658783","6.5733513832092285","15.879013061523438","3.810519278049469","3.388679027557373","3.981316328048706","4.4851508140563965","3.472263813018799","5.374403953552246"
"50","10.558977842330933","9.699227333068848","11.501591682434082","4.034333825111389","3.0184130668640137","5.898555278778076","9.946696639060974","6.592903137207031","16.827251434326172","3.873060643672943","3.276752233505249","4.132794380187988","4.388845980167389","3.4476535320281982","5.141181468963623"
"51","10.558056354522705","9.697566986083984","11.501724243164062","3.573767900466919","3.0572404861450195","4.3212809562683105","10.324483513832092","6.607949256896973","18.33057403564453","3.7942248582839966","3.44460391998291","4.179150104522705","4.351100027561188","3.4275333881378174","5.210391044616699"
"52","10.55721139907837","9.696101188659668","11.50168514251709","3.634530782699585","2.903761148452759","4.324869155883789","10.423349142074585","6.619090557098389","18.624454498291016","3.816343605518341","3.2388391494750977","4.40263032913208","4.301104545593262","3.404858112335205","5.147867202758789"
"53","10.5563063621521","9.694124221801758","11.501606941223145","3.5160274505615234","3.035550832748413","3.9076311588287354","10.374298572540283","6.637919902801514","18.331926345825195","3.783949315547943","3.14577317237854","4.140780925750732","4.521139740943909","3.3918657302856445","5.222850322723389"
"54","10.55534553527832","9.69068717956543","11.501684188842773","3.753674328327179","3.4180376529693604","4.136713027954102","8.133227348327637","6.649694442749023","9.401603698730469","4.132634103298187","3.0970797538757324","5.234241962432861","17269.744825303555","3.373676061630249","69066.359375"
"55","10.554597616195679","9.688995361328125","11.50175952911377","3.5603711009025574","3.2778160572052","3.7490978240966797","8.086259484291077","6.672717571258545","9.186783790588379","4.396293938159943","3.12394642829895","5.72084903717041","4.203915953636169","3.3547778129577637","4.96589994430542"
"56","10.554333448410034","9.688314437866211","11.502019882202148","3.3046883940696716","3.063645601272583","3.685669183731079","9.766953825950623","6.693636894226074","15.882246017456055","3.731410324573517","3.163503885269165","4.356910705566406","4.1865822076797485","3.342014789581299","4.959552764892578"
"57","10.553579807281494","9.687965393066406","11.502098083496094","3.4909252524375916","3.145400285720825","3.9681801795959473","10.48823094367981","6.698461532592773","18.624454498291016","15.070788085460663","3.14530086517334","49.51361846923828","4.152956604957581","3.325660228729248","4.7748589515686035"
"58","10.553160667419434","9.68679428100586","11.502090454101562","10.746714651584625","3.639040470123291","31.3826961517334","10.510345697402954","6.721398830413818","18.624454498291016","3.872873544692993","3.142979145050049","4.571377754211426","4.258642733097076","3.313887357711792","4.788341522216797"
"59","10.55281376838684","9.685782432556152","11.502158164978027","3.714201509952545","2.7153048515319824","4.705770969390869","10.448167324066162","6.741124153137207","18.304325103759766","3.6740991473197937","3.2387919425964355","4.425731182098389","4.2481300830841064","3.3011746406555176","4.789356708526611"
"60","10.552451848983765","9.685418128967285","11.502019882202148","3.365999698638916","2.660916805267334","3.7828826904296875","8.27857780456543","6.749648094177246","9.575702667236328","3.652341902256012","3.238727569580078","4.000058174133301","4.1008089780807495","3.2893900871276855","4.678002834320068"
"61","10.551597833633423","9.683992385864258","11.502199172973633","3.3627843260765076","2.7017734050750732","3.969391345977783","9.87123703956604","6.763354301452637","15.887722969055176","4.299363374710083","3.2204465866088867","5.552288055419922","4.224050998687744","3.2706308364868164","4.714467525482178"
"62","10.550867319107056","9.682701110839844","11.502192497253418","3.4660646319389343","2.6449878215789795","4.146347522735596","10.08934497833252","6.783152103424072","16.827251434326172","3.6626386642456055","3.1745195388793945","3.957360029220581","4.2307087779045105","3.257827043533325","4.913877964019775"
"63","10.550419330596924","9.681282997131348","11.502138137817383","3.3052098751068115","2.6449878215789795","3.6985995769500732","10.068108558654785","6.796648025512695","16.827251434326172","3.6900898218154907","3.1475300788879395","4.151119232177734","4.169646501541138","3.261658191680908","4.653858661651611"
"64","10.54981255531311","9.679838180541992","11.502029418945312","3.40963214635849","2.890031337738037","3.865816593170166","10.408838033676147","6.809716701507568","18.311214447021484","4.243350446224213","3.2510910034179688","6.306742191314697","4.322743117809296","3.2558486461639404","5.2826948165893555"
"65","10.549221992492676","9.677621841430664","11.5021333694458","3.309578776359558","2.87162709236145","3.73941707611084","8.175893068313599","6.832190990447998","9.465635299682617","3.7893781661987305","3.2359564304351807","4.760969161987305","4.478306591510773","3.249504327774048","5.991346836090088"
"66","10.548415899276733","9.674847602844238","11.502046585083008","3.1992586255073547","2.9838497638702393","3.554105758666992","9.755924820899963","6.833367347717285","15.893555641174316","3.712036907672882","3.102038621902466","4.114908218383789","4.77251535654068","3.2422587871551514","7.286508083343506"
"67","10.54701828956604","9.671849250793457","11.502267837524414","3.1814313530921936","2.9003384113311768","3.5088305473327637","9.96439778804779","6.698571681976318","16.827251434326172","3.6811042428016663","3.0346391201019287","4.063060283660889","5.6408990025520325","3.223769426345825","10.822256088256836"
"68","10.546905755996704","9.672022819519043","11.50240707397461","3.1076008677482605","2.820037364959717","3.5373098850250244","10.391484141349792","6.57830810546875","18.624454498291016","3.9776034355163574","3.0253825187683105","5.3896050453186035","11.181021690368652","3.21506404876709","33.02737808227539"
"69","10.546504497528076","9.671486854553223","11.502470016479492","2.8980767130851746","2.477120876312256","3.2575249671936035","10.36707603931427","6.474010944366455","18.59546661376953","3.7088764309883118","3.18570613861084","4.636882781982422","624.7997937202454","3.207584857940674","2487.547119140625"
"70","10.546633005142212","9.670654296875","11.502436637878418","3.02210795879364","2.5872437953948975","3.40773606300354","9.91155993938446","6.37201452255249","16.827251434326172","3.5287349820137024","2.9205174446105957","4.0561041831970215","12.197688460350037","3.1987457275390625","37.190711975097656"
"71","10.546027421951294","9.669999122619629","11.50240707397461","3.009515881538391","2.6136908531188965","3.38366961479187","7.683481454849243","6.288966655731201","9.555167198181152","3.4661841988563538","2.9672024250030518","4.048686504364014","5.545666873455048","3.1973283290863037","10.626215934753418"
"72","10.544470071792603","9.665949821472168","11.502448081970215","2.937861680984497","2.5050876140594482","3.420851707458496","10.334906339645386","6.216302394866943","18.624454498291016","3.4013854265213013","2.978261947631836","3.663753032684326","4.6415828466415405","3.190739631652832","7.057284355163574"
"73","10.544130325317383","9.665722846984863","11.502463340759277","3.0879234075546265","2.487414836883545","3.780212879180908","10.323949575424194","6.16168212890625","18.60149383544922","3.5499244332313538","3.092275857925415","3.9831905364990234","4.163417041301727","3.18379807472229","5.192507266998291"
"74","10.543283224105835","9.663969993591309","11.502402305603027","3.1175923943519592","2.630035877227783","3.5891408920288086","9.646497011184692","6.118438720703125","15.878867149353027","3.7631973028182983","3.3204424381256104","4.0267333984375","4.027916729450226","3.1778628826141357","4.708006381988525"
"75","10.54069447517395","9.662925720214844","11.494657516479492","2.9996140003204346","2.329740524291992","3.5939290523529053","9.879801869392395","6.069462776184082","16.827251434326172","3.474306881427765","2.979595899581909","3.8500890731811523","3.912298560142517","3.1708874702453613","4.303230285644531"
"76","10.540124416351318","9.662553787231445","11.49471664428711","3.04547518491745","2.5208048820495605","3.5400564670562744","9.876205086708069","6.032168865203857","16.827251434326172","3.821943163871765","3.292447328567505","4.380396366119385","3.8177508115768433","3.164097785949707","4.247008800506592"
"77","10.539855241775513","9.66189956665039","11.494607925415039","22.721958577632904","2.692507028579712","81.08515167236328","10.283681392669678","5.996187686920166","18.466535568237305","4.1111741065979","3.723256826400757","4.833956241607666","3.789689779281616","3.1571850776672363","4.246901035308838"
"78","10.539037227630615","9.659379005432129","11.49466323852539","3.131845474243164","2.514615535736084","3.9451558589935303","9.97795557975769","5.980875015258789","17.22962188720703","3.9837242364883423","3.4791319370269775","5.164985179901123","3.729014813899994","3.1548075675964355","4.2467546463012695"
"79","10.538788080215454","9.658880233764648","11.494569778442383","3.088582992553711","2.1756529808044434","4.1257171630859375","6.88997483253479","4.8597846031188965","9.688543319702148","3.836412012577057","3.0414085388183594","5.164985179901123","3.7121424078941345","3.148012638092041","4.248539447784424"
"80","10.538772106170654","9.658227920532227","11.49486255645752","3.012143075466156","2.1848814487457275","3.952073335647583","10.289223194122314","5.911202430725098","18.44919204711914","3.472661554813385","3.097764253616333","3.9114513397216797","3.6945920586586","3.141807794570923","4.248368263244629"
"81","10.538007736206055","9.65705680847168","11.494916915893555","3.014607846736908","2.2181527614593506","4.064330577850342","150.09249544143677","5.8462371826171875","577.7113037109375","3.4894279837608337","3.0017788410186768","3.9491467475891113","3.64601594209671","3.1364433765411377","4.248159885406494"
"82","10.537184953689575","9.656387329101562","11.495034217834473","3.0006728768348694","2.2101638317108154","3.816082000732422","9.968747019767761","5.78285026550293","17.219913482666016","4.014948487281799","2.753392219543457","5.720575332641602","3.6322677731513977","3.130567789077759","4.247963905334473"
"83","10.537597179412842","9.658523559570312","11.494894981384277","3.0049493312835693","2.121101140975952","4.064686298370361","10.32308053970337","5.731904983520508","18.624454498291016","3.82211697101593","2.7083582878112793","5.720575332641602","3.618098556995392","3.120194673538208","4.247828483581543"
"84","10.537546157836914","9.658893585205078","11.494973182678223","3.113647937774658","2.4119043350219727","4.264873027801514","7.801600217819214","5.664172172546387","9.861329078674316","3.798028290271759","2.5525062084198","5.872338771820068","3.6044557690620422","3.1110661029815674","4.2476935386657715"
"85","10.53728199005127","9.658174514770508","11.494966506958008","3.019789755344391","2.4309420585632324","3.9327025413513184","9.631093859672546","5.62260103225708","15.834603309631348","3.9406983256340027","2.8202764987945557","5.872338771820068","3.7640119791030884","3.096085786819458","4.24759578704834"
"86","10.536884069442749","9.656418800354004","11.495100975036621","3.0563310384750366","2.311758279800415","4.19728422164917","10.267799854278564","5.554722785949707","18.37388801574707","3.906239151954651","2.74843692779541","5.872338771820068","3.5832353234291077","3.0881240367889404","4.247530937194824"
"87","10.536177635192871","9.65545654296875","11.495058059692383","2.8016759157180786","2.313413619995117","3.5113255977630615","9.639788269996643","5.492066383361816","15.838396072387695","3.9611799120903015","2.9736170768737793","5.872338771820068","3.734566807746887","3.079665422439575","4.247399806976318"
"88","10.535695314407349","9.654790878295898","11.4949951171875","2.8344213366508484","2.6093459129333496","3.4654381275177","9.419259428977966","5.418193340301514","14.956151962280273","3.9542502760887146","2.9274871349334717","5.872338771820068","3.586982011795044","3.0712242126464844","4.247331619262695"
"89","10.536121129989624","9.656912803649902","11.495076179504395","2.814803421497345","2.5006425380706787","3.3141930103302","9.837015271186829","5.35439920425415","16.563650131225586","4.017683625221252","3.1748552322387695","5.872338771820068","3.5211103558540344","3.064007520675659","4.247251033782959"
"90","10.53594422340393","9.656937599182129","11.495174407958984","2.87736314535141","2.474679708480835","3.37036395072937","9.1992746591568","5.2771525382995605","13.93682861328125","4.084613919258118","2.8127214908599854","5.872338771820068","3.68047958612442","3.0555131435394287","4.2471771240234375"
"91","10.535568714141846","9.655426025390625","11.495091438293457","3.0190635323524475","2.584212064743042","3.8157272338867188","10.383621454238892","5.200129508972168","18.624454498291016","3.278628885746002","2.750333309173584","3.6222872734069824","3.4996227025985718","3.0492589473724365","4.247105121612549"
"92","10.535350561141968","9.65473461151123","11.495214462280273","2.850222885608673","2.2980847358703613","3.547041654586792","8.952598929405212","5.127087116241455","12.753003120422363","3.9478971362113953","2.8730528354644775","5.75481653213501","3.5528674125671387","3.041384220123291","4.247020244598389"
"93","10.53459119796753","9.653470039367676","11.495158195495605","2.8810975551605225","2.520935297012329","3.6296138763427734","9.346793532371521","5.065505027770996","15.838075637817383","3.3006585240364075","2.613055467605591","3.8969433307647705","3.4810202717781067","3.0354866981506348","4.246955871582031"
"94","10.53471064567566","9.654159545898438","11.495169639587402","2.6462185978889465","2.259455442428589","3.42458438873291","10.068196654319763","4.992008686065674","18.624454498291016","3.3977831602096558","2.549515962600708","3.8269011974334717","3.4700233340263367","3.020808458328247","4.246889114379883"
"95","10.534472942352295","9.654032707214355","11.495132446289062","2.7744401693344116","2.42044997215271","3.7052791118621826","8.844008088111877","4.947373390197754","14.010917663574219","3.282388389110565","2.5803608894348145","3.768436908721924","3.460549533367157","3.011922836303711","4.2467756271362305"
"96","10.534058332443237","9.654093742370605","11.495064735412598","2.821041762828827","2.3602278232574463","3.715651273727417","8.757585525512695","4.902511119842529","13.58193302154541","3.268481135368347","2.5836760997772217","3.799434185028076","3.4557576775550842","3.0087783336639404","4.246683597564697"
"97","10.53356671333313","9.653046607971191","11.495043754577637","2.7407233715057373","2.3159403800964355","3.635274648666382","8.78364872932434","4.848674297332764","13.672831535339355","3.244659662246704","2.591557502746582","3.8902828693389893","3.44713431596756","3.0016870498657227","4.246608257293701"
"98","10.533308029174805","9.652175903320312","11.49509048461914","2.880048155784607","2.3019862174987793","3.91628098487854","8.741045236587524","4.81638765335083","13.520694732666016","3.2602567076683044","2.657522439956665","3.88346529006958","3.44113290309906","2.9965851306915283","4.246522903442383"
"99","10.53241753578186","9.6494140625","11.495240211486816","2.716110110282898","2.1997876167297363","3.6161820888519287","8.941577911376953","4.805359840393066","14.23965835571289","3.867176651954651","2.5622355937957764","6.186767578125","3.432380735874176","2.9792613983154297","4.246435642242432"
"100","10.531620740890503","9.64862060546875","11.495221138000488","2.8424893617630005","2.1254522800445557","3.767348289489746","8.34013557434082","4.78701114654541","11.812067985534668","4.215415179729462","2.8119442462921143","6.186767578125","3.4259117245674133","2.9705071449279785","4.2462568283081055"
