"Step","Group: mala-predict-repair - Mean Cost","Group: mala-predict-repair - Mean Cost__MIN","Group: mala-predict-repair - Mean Cost__MAX","Group: rmh-predict-repair - Mean Cost","Group: rmh-predict-repair - Mean Cost__MIN","Group: rmh-predict-repair - Mean Cost__MAX"
"0","176.11349487304688","123.48809814453125","218.50914001464844","176.11349487304688","123.48809814453125","218.50914001464844"
"1","34.82277154922485","23.14480972290039","45.56948471069336","148.55362129211426","103.10245513916016","183.18173217773438"
"2","21.0421359539032","13.110039710998535","36.802154541015625","316.7289752960205","76.34981536865234","904.9544677734375"
"3","15.896021366119385","11.27098560333252","22.93626594543457","102.02928161621094","63.52783203125","130.29139709472656"
"4","13.890905857086182","9.881434440612793","19.889610290527344","82.0174446105957","54.11229705810547","106.53646850585938"
"5","11.949378609657288","7.476367473602295","17.609159469604492","64.83905220031738","42.32017517089844","87.90816497802734"
"6","9.395519375801086","6.9696946144104","11.066131591796875","54.00314235687256","34.66106033325195","76.51719665527344"
"7","8.568201661109924","6.993764877319336","10.358205795288086","44.37900686264038","29.491830825805664","63.79197311401367"
"8","8.301841139793396","6.691395282745361","9.907773971557617","34.96588373184204","23.714059829711914","50.77194595336914"
"9","8.61002802848816","6.4805731773376465","11.002911567687988","29.90546989440918","21.849824905395508","43.67819595336914"
"10","8.329175472259521","7.029518127441406","10.348133087158203","25.197528839111328","17.80301284790039","36.61451721191406"
"11","11.152665853500366","6.134939193725586","21.417720794677734","22.253004789352417","14.010329246520996","30.12555694580078"
"12","8.392281532287598","7.006202220916748","10.071505546569824","21.504483461380005","13.59554386138916","29.44037628173828"
"13","8.702770948410034","6.792044162750244","10.345457077026367","17.442241430282593","12.637981414794922","21.333961486816406"
"14","8.670220255851746","6.721963405609131","10.383358001708984","16.460299730300903","11.965542793273926","21.49273681640625"
"15","8.414618730545044","7.097690105438232","10.60645580291748","16.27498507499695","10.493270874023438","26.31656837463379"
"16","8.865004181861877","7.4984917640686035","10.775494575500488","13.699810981750488","10.165875434875488","18.25016975402832"
"17","8.812644481658936","7.657252311706543","10.785344123840332","13.018218040466309","10.011406898498535","18.095529556274414"
"18","8.778866410255432","7.273487567901611","10.082477569580078","12.105453729629517","9.61800765991211","16.740360260009766"
"19","10.166608572006226","8.214790344238281","14.631600379943848","11.6734299659729","8.448430061340332","15.99327278137207"
"20","8.763765335083008","8.14520263671875","9.543169021606445","13.430718898773193","8.485897064208984","22.900880813598633"
"21","9.919867277145386","8.1663236618042","14.661133766174316","10.82056188583374","8.349996566772461","15.52301025390625"
"22","8.150145649909973","7.034595489501953","8.819978713989258","10.757970809936523","8.503289222717285","15.132339477539062"
"23","8.22407329082489","7.022352695465088","9.303887367248535","10.596210956573486","8.632730484008789","12.398670196533203"
"24","8.357853412628174","7.364733695983887","9.552482604980469","10.961857557296753","8.254215240478516","14.60584831237793"
"25","8.60077965259552","7.331625938415527","10.311934471130371","10.280971765518188","8.945958137512207","11.679251670837402"
"26","8.760134816169739","6.869009494781494","10.204193115234375","10.116853713989258","8.444035530090332","12.563971519470215"
"27","9.229398012161255","6.342021942138672","10.914143562316895","10.093470931053162","7.469470500946045","13.135490417480469"
"28","8.764100551605225","6.974980354309082","10.785470008850098","15.117958068847656","6.92018985748291","33.221805572509766"
"29","9.361101269721985","6.62369966506958","11.234051704406738","10.200321078300476","7.029785633087158","13.6801176071167"
"30","9.029866099357605","7.042603969573975","10.586067199707031","10.229408025741577","7.1109724044799805","13.545487403869629"
"31","13.291752934455872","7.088996410369873","25.538434982299805","11.052563190460205","7.014116287231445","15.232489585876465"
"32","8.95329487323761","7.050351619720459","9.915881156921387","10.61652159690857","7.161476135253906","15.25257682800293"
"33","8.811801195144653","7.451395034790039","9.990195274353027","10.94213318824768","8.203797340393066","14.24976921081543"
"34","8.857521653175354","7.7329583168029785","10.19206428527832","11.670106649398804","7.322933197021484","17.13559341430664"
"35","9.112400531768799","8.575444221496582","9.760260581970215","12.197065949440002","7.603278636932373","16.37947654724121"
"36","9.210535526275635","7.790225982666016","10.221785545349121","12.616702318191528","7.009383201599121","17.98284149169922"
"37","9.901450753211975","7.93671178817749","11.90566635131836","12.690831065177917","7.484854221343994","17.552406311035156"
"38","9.350979089736938","8.096513748168945","10.851125717163086","12.225277781486511","7.203044414520264","16.710643768310547"
"39","9.026504278182983","7.599220275878906","9.793726921081543","12.904219388961792","6.774608612060547","17.480796813964844"
"40","9.566827058792114","8.134997367858887","10.759364128112793","12.638279914855957","7.197778701782227","15.466692924499512"
"41","22.623725652694702","8.943815231323242","62.65453338623047","15.466249704360962","8.1010160446167","25.44828987121582"
"42","9.67552375793457","8.255736351013184","12.487324714660645","14.491757154464722","7.791084289550781","19.619770050048828"
"43","9.26283049583435","8.255326271057129","10.069945335388184","15.259059071540833","7.648242473602295","21.909395217895508"
"44","9.00142526626587","8.808619499206543","9.5016450881958","14.09891963005066","7.098299980163574","18.349576950073242"
"45","9.438273668289185","9.014775276184082","9.858247756958008","14.458272695541382","7.657971382141113","18.840492248535156"
"46","9.499580144882202","8.934215545654297","10.594722747802734","13.862093567848206","7.822163105010986","18.151325225830078"
