"Step","Group: mala-predict-repair - Mean Cost","Group: mala-predict-repair - Mean Cost__MIN","Group: mala-predict-repair - Mean Cost__MAX","Group: rmh-predict-repair - Mean Cost","Group: rmh-predict-repair - Mean Cost__MIN","Group: rmh-predict-repair - Mean Cost__MAX"
"47","9.816835165023804","9.11691951751709","10.767111778259277","14.069722056388855","7.343660831451416","20.009082794189453"
"48","10.883208513259888","9.32091236114502","14.496652603149414","15.349346041679382","7.919826030731201","22.47133445739746"
"49","10.045789957046509","8.673197746276855","11.4039888381958","14.270347356796265","7.2506303787231445","20.690933227539062"
"50","9.579211235046387","8.88308048248291","10.40044116973877","14.474811911582947","7.599769115447998","22.2000675201416"
"51","9.955845355987549","8.727014541625977","11.047322273254395","14.891764640808105","8.004168510437012","21.387544631958008"
"52","10.657774686813354","9.471829414367676","13.143133163452148","15.006531000137329","7.755558013916016","22.206933975219727"
"53","11.226863384246826","9.72258472442627","13.730203628540039","15.374873518943787","7.7143635749816895","23.594938278198242"
"54","10.133509397506714","9.821724891662598","10.552346229553223","15.417315363883972","7.7890753746032715","21.270376205444336"
"55","9.825789213180542","9.38878345489502","10.193595886230469","15.344006061553955","7.424790382385254","21.567140579223633"
"56","9.916418075561523","8.23630142211914","10.971632957458496","15.050285577774048","7.756496429443359","21.699010848999023"
"57","10.673419713973999","8.241328239440918","14.742731094360352","14.89221453666687","8.358537673950195","18.937606811523438"
"58","10.122145175933838","9.177901268005371","12.7430419921875","15.322877883911133","8.263008117675781","19.403247833251953"
"59","9.584250211715698","8.803766250610352","11.318538665771484","14.953196287155151","8.059069633483887","19.72477912902832"
"60","16.963923692703247","8.802309036254883","39.90715789794922","16.295755743980408","7.5624918937683105","21.520204544067383"
"61","15.802337288856506","7.593850612640381","35.49242401123047","15.991857409477234","7.502201557159424","20.818044662475586"
"62","21.635371208190918","8.157597541809082","58.00044631958008","17.610387563705444","7.131780624389648","27.577896118164062"
"63","20.212898015975952","8.953107833862305","52.363250732421875","15.733093500137329","7.259137153625488","18.63088035583496"
"64","19.55400538444519","8.619611740112305","49.56880569458008","15.986144542694092","7.1728363037109375","21.92670440673828"
"65","18.054258823394775","8.162980079650879","44.285057067871094","15.50395143032074","7.365939617156982","19.715152740478516"
"66","16.80518651008606","8.140604972839355","39.85783004760742","17.27165150642395","7.051779747009277","23.002288818359375"
"67","16.66855216026306","8.865267753601074","39.2511100769043","17.845430612564087","7.701687812805176","23.22609519958496"
"68","16.40548014640808","8.282893180847168","38.25286102294922","29.97423279285431","6.85027551651001","72.52632141113281"
"69","17.719074964523315","9.029781341552734","38.55308151245117","16.628942847251892","7.176028728485107","21.936952590942383"
"70","17.85105609893799","8.873953819274902","37.55585861206055","19.034700632095337","7.18710994720459","28.262876510620117"
"71","16.22440457344055","9.135525703430176","35.45642852783203","19.095261096954346","6.986200332641602","25.375957489013672"
"72","16.63027858734131","9.204290390014648","35.51202392578125","19.87440824508667","7.142694473266602","26.349828720092773"
"73","18.28386354446411","9.409573554992676","34.7392578125","20.606861352920532","8.297879219055176","27.037559509277344"
"74","15.584348201751709","8.288662910461426","33.94642639160156","21.18004059791565","8.118206977844238","27.23021697998047"
"75","16.12607192993164","8.87076187133789","34.10761260986328","20.449214935302734","8.044803619384766","27.5717830657959"
"76","16.937285900115967","10.46694564819336","32.28716278076172","21.14970088005066","8.538758277893066","28.810922622680664"
"77","17.430686473846436","8.766860008239746","31.466094970703125","20.202734231948853","8.716723442077637","25.417055130004883"
"78","19.08443856239319","8.62535285949707","29.757362365722656","20.53042435646057","9.128119468688965","26.063827514648438"
"79","18.57356023788452","8.43273639678955","29.30833625793457","19.614222764968872","9.711926460266113","23.289514541625977"
"80","14.811050653457642","8.895715713500977","28.141664505004883","19.89497661590576","10.549283981323242","23.453628540039062"
"81","15.585123062133789","9.374505996704102","28.350980758666992","19.077245950698853","8.99611759185791","23.703365325927734"
"82","15.125837326049805","9.01767635345459","27.09819984436035","19.34709405899048","9.419839859008789","24.09720230102539"
"83","16.876874208450317","8.788094520568848","27.717792510986328","20.58414912223816","9.034314155578613","28.75069236755371"
"84","16.695950031280518","9.088322639465332","31.69088363647461","20.41832733154297","9.463113784790039","25.693445205688477"
"85","16.209147930145264","9.083160400390625","29.66238021850586","20.12321901321411","9.428462982177734","25.614105224609375"
"86","16.104523420333862","8.674748420715332","33.02722930908203","20.989367961883545","8.929389953613281","26.549402236938477"
"87","16.05409288406372","8.166028022766113","33.593605041503906","20.92398452758789","9.274507522583008","29.1015625"
"88","16.76874828338623","8.124711036682129","37.62792205810547","20.839873790740967","9.135978698730469","27.585712432861328"
"89","18.803338766098022","8.831119537353516","36.351165771484375","20.306156396865845","9.575879096984863","25.57925033569336"
"90","17.338829278945923","9.4238862991333","35.54454040527344","20.489948511123657","10.301356315612793","28.381711959838867"
"91","15.019797563552856","7.440159797668457","29.655176162719727","19.82428789138794","10.460107803344727","24.884748458862305"
"92","12.565825939178467","6.717313766479492","23.599185943603516","20.179746389389038","9.904078483581543","24.22233009338379"
"93","70.82656407356262","5.924324989318848","258.0555419921875","20.8529372215271","10.902557373046875","25.928829193115234"
"94","64.15135872364044","5.369045257568359","232.93557739257812","19.621487617492676","11.252164840698242","24.523958206176758"
"95","2850.453822016716","4.887617588043213","11158.2822265625","27.78434467315674","11.183692932128906","57.95090103149414"
"96","2594.505864739418","4.3958420753479","10084.73046875","20.432432174682617","11.357145309448242","28.562091827392578"
"97","1310.987100481987","3.983405590057373","5001.876953125","21.374796628952026","12.668801307678223","30.414857864379883"
"98","2040.2943419218063","5.475928783416748","7825.01171875","22.2148494720459","12.091766357421875","32.952762603759766"
"99","1089.4063730239868","6.156642913818359","4050.0244140625","24.047470092773438","12.82427978515625","36.13024139404297"
"100","814.329164147377","5.525618076324463","2955.335205078125","24.41328191757202","12.557485580444336","37.37447738647461"
