"Step","Group: mala-predict-repair - Mean Cost","Group: mala-predict-repair - Mean Cost__MIN","Group: mala-predict-repair - Mean Cost__MAX","Group: rmh-predict-repair - Mean Cost","Group: rmh-predict-repair - Mean Cost__MIN","Group: rmh-predict-repair - Mean Cost__MAX"
"62","89.24496459960938","60.829345703125","111.87007141113281","241.29192352294922","199.81021118164062","309.9312744140625"
"63","89.34573745727539","60.15009689331055","112.88556671142578","241.9824981689453","198.6985626220703","317.5832214355469"
"64","99.57126998901367","80.67243957519531","118.47010040283203","247.58807373046875","203.11846923828125","324.23590087890625"
"65","106.27145767211914","78.31969451904297","134.2232208251953","254.21810150146484","213.07635498046875","327.7703552246094"
"66","138.10386657714844","138.10386657714844","138.10386657714844","262.0089454650879","227.23960876464844","334.46258544921875"
"67","","","","260.63654708862305","229.07247924804688","336.1112365722656"
"68","","","","262.2672882080078","229.43495178222656","345.7406311035156"
"69","","","","263.76486587524414","229.92926025390625","342.5792541503906"
"70","","","","274.0611915588379","237.48336791992188","357.1727600097656"
"71","","","","279.13439559936523","239.33309936523438","352.5376281738281"
"72","","","","282.9059944152832","234.3975372314453","359.82379150390625"
"73","","","","288.0760192871094","245.27615356445312","360.4768981933594"
"74","","","","287.45045471191406","246.48898315429688","357.479736328125"
"75","","","","294.74263763427734","252.07510375976562","370.23614501953125"
"76","","","","303.6477279663086","255.87057495117188","374.7403869628906"
"77","","","","303.82384490966797","255.02713012695312","370.26434326171875"
"78","","","","308.081787109375","270.7972717285156","364.1115417480469"
"79","","","","307.56788635253906","267.322998046875","362.8855285644531"
"80","","","","305.4320602416992","261.83447265625","360.0401306152344"
"81","","","","313.13819122314453","279.03369140625","363.8898010253906"
"82","","","","316.3840103149414","279.5764465332031","372.1450500488281"
"83","","","","316.6531753540039","275.0898132324219","371.7962646484375"
"84","","","","316.9351348876953","275.21575927734375","369.1712951660156"
"85","","","","319.3718795776367","274.6409606933594","373.34869384765625"
"86","","","","324.13668060302734","276.7848815917969","385.8412170410156"
"87","","","","327.710693359375","272.98095703125","390.257080078125"
"88","","","","327.6534423828125","270.6706237792969","394.8193359375"
"89","","","","328.02410888671875","278.4604187011719","392.0581359863281"
"90","","","","331.5624771118164","281.91131591796875","406.3835144042969"
"91","","","","334.9494400024414","288.70989990234375","406.0745849609375"
"92","","","","333.28722381591797","285.4861755371094","403.48016357421875"
"93","","","","327.743896484375","281.11285400390625","398.9425048828125"
"94","","","","331.11165618896484","284.62347412109375","405.62469482421875"
"95","","","","334.4602813720703","283.4547119140625","409.5021057128906"
"96","","","","340.4069290161133","297.4364318847656","412.3314514160156"
"97","","","","339.7579116821289","293.6036682128906","419.7941589355469"
"98","","","","337.4241256713867","294.64202880859375","411.6690368652344"
"99","","","","338.44933319091797","293.5159912109375","419.6708984375"
"100","","","","339.5704116821289","286.1620788574219","416.2689514160156"
